question_id,question,correct_answer,devstral,nemotron-nano,mistral-675b,ministral-14b,gemma-3-27b-it,gemma-3-4B-T1-it,gemma-3-4b-it,phi-4,gemma-3-taide-12b-chat,llama-3.2-3B-f1-instruct,gpt-oss-20b-mandarin-thinking,gpt-oss-120b-mandarin-thinking,Llama-3.1-Taiwan-8B-Instruct,Llama-3-Taiwan-70B-Instruct,Llama-Breeze2-8B-Instruct,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,Llama-3.3-70B-Instruct,Gemma-3-12b-it
432,"下列有關肺部的敘述，何者正確？
A: 斜裂將右肺區分為上下二葉
B: 右主支氣管較左主支氣管短、寬且較垂直，因此異物較易掉入右主支氣管
C: 肺門位於肺的肋面，有支氣管、血管、神經通過
D: 水平裂將左肺區分為上下二葉",B,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
433,"下列寄生蟲中，何者之成熟囊體（mature cyst）的平均體型（average size）最大？
A: 痢疾阿米巴（Entamoeba histolytica）
B: 大腸阿米巴（Entamoeba coli）
C: 哈氏阿米巴（Entamoeba hartmanni）
D: 嗜碘阿米巴（Iodamoeba bütschlii）",B,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
434,"關於免疫B cells 的功能及發育，下列敘述何者正確？
A: B cells 發育過程，由pre-B cells 直接分化成漿細胞（plasma cells）
B: B cells 無法吞噬抗原，因此無抗原呈獻功能
C: B cells 無法產生IgE抗體
D: 人類的B cells 在骨髓及胎兒肝臟中發育而來",D,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
435,"下列何者支配腮腺（parotid gland）唾液之分泌？
A: 面神經（facial nerve）
B: 迷走神經（vagus nerve）
C: 舌咽神經（glossopharyngeal nerve）
D: 舌下神經（hypoglossal nerve）",C,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
436,"下列那一種肝炎病毒的生命週期（life cycle），需要依賴B型肝炎病毒才能進行？
A: D型
B: E型
C: A型
D: C型",A,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,"下列何者不會增加一氧化碳瀰散量（DLCO）的測量值？
A: 高的肺泡氧氣分壓
B: 微血管擴張
C: 運動
D: 仰臥",A,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
438,"有關腦下垂體（pituitary gland）的敘述，下列何者正確？
A: 濾泡刺激素（FSH）和促黃體激素（LH）是由垂體後葉所分泌
B: 垂體前葉由垂體下動脈（inferior hypophyseal artery）直接供應
C: 遠部（pars distalis）存在於垂體前葉
D: 腺垂體（adenohypophysis）是一個神經徑（nerve tract），儲存激素（hormone）於神經束終端",C,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
439,"下列何種原因會造成器官移植的超急性排斥（hyperacute rejection）？
A: HLA 配對不合
B: 次要組織相容性抗原（minor histocompatibility antigens）不相容
C: ABO 血型不合
D: 同種異體辨識間接路徑（the indirect pathway of allorecognition）受到活化",C,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
440,"下列何者支配耳下腺（parotid gland）的分泌？
A: 翼腭神經節
B: 耳神經節
C: 下頜下神經節
D: 睫狀神經節",B,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
441,"下列何者不參與髖關節的動作？
A: 半膜肌（semimembranosus）
B: 股二頭肌的長頭（long head of biceps femoris）
C: 半腱肌（semitendinosus）
D: 股二頭肌的短頭（short head of biceps femoris）",D,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
442,"下列何者擬腎上腺素（sympathomimetic）藥物不具有 β 2 受體選擇性？
A: fenoterol
B: salbutamol
C: terbutaline
D: dobutamine",D,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
443,"下列關於內分泌細胞的敘述，何者錯誤？
A: 副甲狀腺主細胞（chief cells）分泌副甲狀腺素（parathyroid hormone）
B: 松果腺細胞分泌褪黑素（melatonin）
C: 胰臟 alpha 細胞分泌升糖素（glucagon）
D: 腎上腺皮質絲球帶細胞（zona glomerulosa cells）分泌糖皮質激素（glucocorticoid）",D,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
444,"髕韌帶（patellar ligament）附著於下列何處？
A: 內踝（medial malleolus）
B: 腓骨頭（fibular head）
C: 脛骨粗隆（tibial tuberosity）
D: 外髁（lateral condyle）",C,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445,"下列有關神經細胞的靜止膜電位敘述，何者正確？
A: 與細胞膜對離子的通透度並無相關
B: 接近鉀離子的平衡電位
C: 與鈉鉀離子幫浦無關
D: 接近鈉離子的平衡電位",B,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
446,"神經肌肉阻斷劑在臨床上的用途，不包括下列何者？
A: 加護病房時換氣控制
B: 胸腔手術時神經肌肉舒張
C: 氣管內插管
D: 中樞神經抑制作用",D,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,"心肌細胞去極化產生動作電位時，與下列何種離子濃度的增加有關？
A: 鈣離子
B: 氯離子
C: 鉀離子
D: 鈉離子",D,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
448,"下列何者與肌肉整體張力的產生無關？
A: 肌細胞的直徑
B: 參與收縮的肌細胞數目
C: 肌細胞的長度
D: 動作電位的強度",D,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
449,"女性的陰蒂相當於男性生殖器官的何結構？
A: 陰囊
B: 陰莖
C: 睪丸
D: 陰莖部尿道",B,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
450,"下列何者最可能增加肺結核之易感性？
A: 二氧化矽（silica）
B: 石綿（asbestos）
C: 鈹（beryllium）
D: 碳塵（coal dust）",A,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
451,"下列何種寄生蟲感染，最不可能在人類腦部造成異位病變（ectopic lesion），引起嚴重的臨床症狀？
A: 衛氏肺吸蟲（Paragonimus westermani）
B: 異形異形吸蟲（Heterophyes heterophyes）
C: 日本血吸蟲（Schistosoma japonicum）
D: 薑片蟲（Fasciolopsis buski）",D,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
452,"下列何者不參與構成鼻中隔？
A: 犁骨
B: 軟骨
C: 篩骨
D: 下鼻甲",D,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
453,"下列有關Frank-Starling機制（Frank-Starling mechanism）的敘述，何者錯誤？
A: 說明心室舒張末期容積與心搏輸出量（stroke volume）的相關性
B: 此機制可以維持左心輸出量與右心輸出量的平衡
C: 受到神經及荷爾蒙調控
D: 心室舒張末期容積越大，心搏輸出量（stroke volume）就越大",C,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
454,"下列關於腦下垂體前葉之敘述，何者最正確？
A: 會分泌血管加壓素
B: 會分泌促黃體激素（LH）
C: 來自神經外胚層
D: 以神經束連接下視丘",B,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455,"下列何者不是更年期婦女長期補充雌性素後產生的副作用？
A: 心肌梗塞（myocardial infarction）
B: 靜脈栓塞（thromboembolism）
C: 骨質疏鬆症（osteoporosis）
D: 子宮內膜癌（endometrial cancer）",C,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
456,"下列關於呼吸商的描述說明，何者比較恰當？①呼吸商是指組織產生的二氧化碳量與氧氣消耗量的比值 ②葡萄糖的呼吸商為0.7 ③脂肪的呼吸商為1 ④休息時所產生的呼吸商為0.85
A: ①②
B: ①④
C: ②③
D: ③④",B,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
457,"下列何者不是細肌絲（thin filament）的主要組成？
A: 肌凝蛋白（myosin）
B: 原肌凝蛋白（tropomyosin）
C: 肌鈣蛋白（troponin）
D: 肌動蛋白（actin）",A,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
458,"有關吸入 nitric oxide（NO）治療之描述，下列何者錯誤？
A: 吸入 NO 不但可以擴張肺動脈，對全身動脈都有擴張的效果
B: 要停止使用 NO 時，藥物應慢慢減量，以防止反彈性肺動脈高壓
C: 使用 NO 治療時，應監測 NO、NO2 及變性血紅素的濃度
D: 主要作用機轉在增加 cGMP，使細胞內鈣離子下降，最後引起血管擴張",A,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
459,"組織胺（histamine）會作用於氣管平滑肌 H1受體，而引起氣管痙攣；此時，給予腎上腺素（epinephrine）則可活化氣管平滑肌 β2 受體而使之鬆弛。此例中腎上腺素對抗組織胺的氣管痙攣作用是屬於何種拮抗（antagonism）？
A: 物理性
B: 化學性
C: 藥理性
D: 生理性",D,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,"下列何種激素最可能造成血管平滑肌的收縮？
A: 多巴胺（dopamine）
B: 醛固酮（aldosterone）
C: 抗利尿激素（ADH）
D: 副甲狀腺素（PTH）",C,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
461,"人類乳突瘤病毒（HPV）攻擊那一種腫瘤抑制基因？
A: RB
B: p16
C: APC
D: NF-1",A,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
462,"二尖瓣的功能在於防止血液逆流至：
A: 右心室
B: 左心室
C: 右心房
D: 左心房",D,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
463,"下列何者位於心臟冠狀溝（coronary sulcus）中？
A: 右緣動脈（right marginal artery）
B: 前室間動脈（anterior interventricular artery）
C: 冠狀竇（coronary sinus）
D: 心中靜脈（middle cardiac vein）",C,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
464,"下列何者屬於交感神經節（sympathetic ganglion）？
A: 耳神經節（otic ganglion）
B: 上頸神經節（superior cervical ganglion）
C: 睫狀神經節（ciliary ganglion）
D: 翼腭神經節（pterygopalatine ganglion）",B,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
465,"下列免疫細胞，何者具有吞噬能力？
A: 巨噬細胞（macrophage）、自然殺手細胞（natural killer cell）和嗜鹼性球（basophil）
B: 巨噬細胞（macrophage）、嗜中性球（neutrophil）和樹突細胞（dendritic cell）
C: 單核球（monocyte）、嗜中性球（neutrophil）和漿細胞（plasma cell）
D: 巨噬細胞（macrophage）、B細胞和T細胞",B,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,"下列何者不參與呼吸肌肉的血液供應？
A: 肺動脈（pulmonary artery）
B: 上膈動脈（superior phrenic artery）
C: 後肋間動脈（posterior intercostal artery）
D: 胸內動脈（internal thoracic artery）",A,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
467,"下列何種真菌感染，不建議以氟康唑（fluconazole）來治療？
A: 克魯斯念珠菌（Candida krusei）
B: 近平滑假絲念珠菌（Candida parapsilosis）
C: 白色念珠菌（Candida albicans）
D: 杜氏假絲念珠菌（Candida dubliniensis）",A,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
468,"下列何者不是類鴉片藥物常見的副作用？
A: 腹瀉
B: 低血壓
C: 噁心
D: 尿滯留",A,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
469,"當發生貧血型缺氧（anemic hypoxia）時，體循環動脈血液將產生下列何種變化？
A: 氧分壓不變；氧含量（oxygen content）減少
B: 氧分壓不變；氧含量（oxygen content）不變
C: 氧分壓減少；氧含量（oxygen content）減少
D: 氧分壓減少；氧含量（oxygen content）不變",A,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
470,"前列腺癌最常發生在下列那個解剖部位？
A: central zone
B: peripheral zone
C: transitional zone
D: periurethral zone",B,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
471,"消化系統中，下列何處的淋巴組織分布最多？
A: 食道
B: 大腸
C: 小腸
D: 肝臟",B,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
472,"就人體組成的階層而言，去氧核糖核酸屬於何種階層？
A: 組織
B: 器官
C: 細胞
D: 化學",D,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
473,"下列與脊髓相關的敘述，何者正確？
A: 背根神經節（dorsal root ganglion）內含中間神經元（interneurons）
B: 脊髓側角（lateral horn）主要位於頸部與薦部的脊髓段內
C: 頸椎（cervical vertebrae）有7塊，頸神經（cervical spinal nerves）有8對
D: 成人脊髓圓錐（conus medullaris）主要位於薦椎骨（sacrum）中",C,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
474,"尿液濃縮可利用滲透壓之濃度梯度差來進行，其主要是透過插入髓質區之亨耳氏環（loop of Henle）與何者相互作用產生之逆流交換機制？
A: 入球小動脈（afferent arterioles）
B: 出球小動脈（efferent arterioles）
C: 直血管（vasa recta）
D: 緻密斑（macula densa）",C,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
475,"端粒酶（telomerase）在下列何種細胞是活躍的？①幹細胞 ②癌細胞 ③肝細胞 ④心肌細胞
A: ①③
B: ①②
C: ②④
D: ③④",B,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
476,"下列器官的主要養分來源，何者不是來自頸外動脈？
A: 牙齒
B: 眼球
C: 舌頭肌群
D: 臉部肌群",B,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,"下列有關影響一氧化碳瀰散量（DLCO）的因素，何者錯誤？
A: 運動會增加DLCO
B: 肺容積越大，DLCO越大
C: 直立較平躺姿勢DLCO高 15～20%
D: 紅血球增多症（polycythemia）會增加DLCO",C,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
478,"有關消化道肌肉層的敘述，下列何者正確？
A: 口腔的硬腭是骨骼肌構成，而軟腭是平滑肌所構成
B: 除口腔、咽部外，所有消化道的肌肉層皆分為內層環向、外層縱向
C: 除口腔、咽部外，所有消化道的肌肉層皆由平滑肌構成
D: 咽部主要由骨骼肌所構成",D,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,"下列何種成分可以直接提供肝臟進行糖質新生作用（gluconeogenesis）？
A: 脂肪酸
B: 甘油
C: 三酸甘油酯
D: 三磷酸腺苷",B,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
480,"下列那一種消毒方式是巴斯德消毒法（Pasteurization）？
A: 在100°C水中加熱10至15分鐘
B: 加壓至15磅／平方英吋，蒸氣溫度在121°C，保持15至20分鐘
C: 72°C加熱15秒
D: 以160°C連續加熱3至4小時",C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
481,"有關小動脈（arterioles）平滑肌收縮調節的敘述，下列何者錯誤？
A: 腎上腺素（epinephrine）透過β-腎上腺素受體（β-adrenergic receptor）引起舒張
B: 正腎上腺素（norepinephrine）透過β-腎上腺素受體（β-adrenergic receptor）引起舒張
C: 腎上腺素（epinephrine）透過α-腎上腺素受體（α-adrenergic receptor）引起收縮
D: 正腎上腺素（norepinephrine）透過α-腎上腺素受體（α-adrenergic receptor）引起收縮",B,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,"關於老花眼（presbyopia）的敘述，下列何者最正確？
A: 因睫狀肌（ciliary muscle）調節不良所致
B: 因眼球直徑過長所導致
C: 因水晶體（lens）硬度增加所致
D: 未適當矯正是造成白內障（cataract）的主因",C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,"下列何種寄生蟲病診斷時不需要檢查糞便檢體？
A: 旋毛蟲病（trichinellosis）
B: 鞭蟲病（trichuriasis）
C: 蛔蟲病（ascariasis）
D: 腸道毛線蟲病（intestinal capillariasis）",A,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
484,"下列何者不會通過肝門（porta hepatis）區域？
A: 交感神經纖維（sympathetic nerve fibers）
B: 右肝靜脈（right hepatic vein）
C: 左肝管（left hepatic duct）
D: 右肝動脈（right hepatic artery）",B,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
485,"關於人類乳突瘤病毒（Human papillomavirus, HPV）的敘述，下列何者錯誤？
A: 沒有外套膜（envelope）
B: 其E1A與E1B蛋白質可以活化致癌基因
C: HPV-16和HPV-18常與癌症的形成有關
D: 可以感染皮膚以及黏膜組織",B,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,"Benzodiazepam 類藥物取代大部分的 barbiturate 製劑用來治療焦慮與失眠症狀，其主要原因為何？
A: 後者的化性不穩，生物可利用率（bioavailability）低
B: 後者治療指標（therapeutic index）低
C: 前者具有長的半生期（half-life）
D: 前者在體內會產生具有活性的代謝產物",B,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
487,"肺部除了呼吸功能以外，還有下列何者功能？①儲存血液 ②過濾體循環（filter for the systemic circulation） ③分泌血管張力素 ④去除生物活性物質之毒性（detoxification of bioactive substances）
A: ①③④
B: ①②③
C: ②③④
D: ①②④",D,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
488,"下列何者與偵測頭部的相對位置最相關？
A: 外耳道（external auditory canal）
B: 鼓膜（tympanic membrane）
C: 中耳腔（middle ear cavity）
D: 前庭器（vestibular apparatus）",D,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
489,"有關抗利尿激素（antidiuretic hormone, ADH）的敘述，下列何者正確？
A: 作用在近曲小管，增加對物質的通透度
B: 可增加集尿管對水的通透度
C: 過量使用時，造成血管鬆弛，血壓下降
D: 由腦下垂體的後葉細胞所合成",B,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,"下列何者位於延髓（medulla oblongata）？
A: 四疊體（corpora quadrigemina）
B: 乳頭體（mammillary body）
C: 錐體（pyramid）
D: 松果體（pineal body）",C,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
491,"關於炭疽桿菌（Bacillus anthracis）的敘述，下列何者錯誤？
A: 莢膜（Capsule）是毒力因子之一，具有抗吞噬作用
B: 致死毒素（Lethal toxin）具金屬蛋白酶（metalloprotease）活性
C: 水腫毒素（Edema toxin）具腺苷酸環化酶（adenylate cyclase）活性
D: 其保護性抗原（Protective antigen, PA）當作免疫原（immunogen）的效力，較水腫因子（edema factor）或致死因子（lethal factor）差",D,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
492,"通常HCV的主要傳染途徑和下列何種病毒相同？
A: HAV
B: HEV
C: HBV
D: HPV",C,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,"下列何者位於肩胛骨（scapula）的前表面？
A: 肩胛棘（spine of scapula）
B: 關節盂（glenoid cavity）
C: 棘上窩（supraspinous fossa）
D: 肩胛下窩（subscapular fossa）",D,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
494,"下列何者並未參與竇房結（SA node）自發性產生動作電位（action potential）的過程？
A: 鉀離子通道（K+channels）
B: 電壓依賴型鈉離子通道（voltage-gated Na+channels）
C: L型鈣離子通道（L-type Ca2+channels）
D: F型鈉離子通道（F-type Na+channels）",B,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
495,"乳癌的病人，手術切除乳房後常引起同側手臂水腫，下列何者為最主要的致病機轉？
A: 血管內靜水壓增高
B: 血管通透性增高
C: 淋巴管阻塞
D: 血漿滲透壓下降",C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,"Cefepime可增加下列何種藥物進入細菌（例如：enterococci）的濃度，因此二者併用可增加抗菌作用？
A: amikacin
B: aztreonam
C: amantadine
D: azlocillin",A,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
497,"下列那個酵素能將乳糜微粒（chylomicron）分解成脂肪酸（fatty acid）與單酸甘油脂（monoglycerides）？
A: 脂蛋白酶（lipoprotein lipase）
B: 胰脂酶（pancreatic lipase）
C: 胃蛋白酶（pepsin）
D: 六碳糖激酶（hexokinase）",A,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,"下列安眠藥中，何者不具有抗痙攣或肌肉鬆弛之特性，且長期使用較不易產生耐受性（tolerance）？
A: hydroxyzine
B: eszopiclone
C: zolpidem
D: ramelteon",C,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
499,"下列何者的內襯上皮具有纖毛？
A: 主支氣管
B: 尿道
C: 輸精管
D: 十二指腸",A,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
500,"喉結（laryngeal prominence）主要是由喉部（larynx）的那一塊軟骨構成？
A: 環狀軟骨（cricoid cartilage）
B: 甲狀軟骨（thyroid cartilage）
C: 會厭軟骨（epiglottis）
D: 杓狀軟骨（arytenoid cartilage）",B,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
501,"下列何種激素最能避免運動後大量排汗所造成鹽類流失？
A: 心房利鈉胜肽（ANP）
B: 醛固酮（aldosterone）
C: 皮質醇（cortisol）
D: 抗利尿激素（ADH）",B,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
502,"下列何者不是分枝桿菌屬（Mycobacterium）細菌的特點？
A: 染色體G+C的比例（GC ratio）較低
B: 可以使用抗酸性染色法（acid fast stain）染色觀察
C: 細胞壁具有分枝桿菌酸（mycolic acid）
D: 生長速度較大腸桿菌緩慢",A,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
503,"處理 2x2 列聯表數據之統計分析，若其中一個細格的期望值小於 5，此時應使用下列何種方法執行統計學檢定較為恰當？
A: 卡方檢定（Chi-square test）
B: Yates 校正之卡方檢定法（Yates correction Chi-square test）
C: 費雪恰當檢定（Fisher’s exact test）
D: McNemar 檢定法（McNemar Chi-square test）",C,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
504,"下列那些器官同時有 2 條以上腹主動脈的分支供應養分？①胰臟 ②脾臟 ③十二指腸 ④橫結腸 ⑤盲腸 ⑥肝臟
A: 僅②④⑤
B: 僅①②⑥
C: 僅①③④
D: 僅③⑤⑥",C,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
